Date,lecture,id,country,country_lecture,IFrage1,IFrage2,IFrage3,IFrage4,lotterie1,lotterie2,lotterie3,lotterie4,lotterie5,lotterie6,lotterie7,lotterie8,lotterie9,lotterie10,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12a,II12b,II13,II14,II15,II16,II17,II18,II19,age,gender,studienfach,category.major,nationalitt,category.nat,kultur,andere_kultur,category.culture,cl.culture,Africa,Anglo,Germanic,L.America,L.Europe,E.Europe,Asia,M.East,theta9,theta10,theta,logtheta,riskless_i,risk_d,implicit_i_1year,implicit_i_10year,beta,delta,native.dummy,Econ.dummy,East.West,North.South,GDPcapita,logGDPcapita,inflation.07,real.growthrate.07,Loggrowthrate,Lehman_dummy,GINI_Index,RRP_gains,RRP_loss,strictly_admissible,strictly_nonadmissible,strictly_admissible_dummy,weakly_admissible,weakly_nonadmissible,weakly_admissible_dummy
2008-03-20,Wuhan,CN145,China,China         _Wuhan,1,1400,16000,1,60,60,100,800,40,30,36,1000,10.4,30,3,2,2,1,2,2,1,2,2,5,4,4,4,3,2,2,2,4,2,2,20,1,automation,Science,China-Anhui,China,,,"NA",other,0,0,0,0,0,0,0,0,0.41600000000000004,0.3,0.358,-0.446116973356126,0.310855017620473,9.68005218869549,13,0.661162039935427,0.093632501,0.762860871,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.171464183964184,7.70833333333333,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN146,China,China         _Wuhan,0,800,20000,0,40,20,36,200,10,60,40,60,62.4,400,1,2,1,2,2,5,4,4,2,2,3,4,4,4,2,3,4,4,3,2,20,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,2.496,4,3.248,0.511616020569138,0.429969148308729,4.5945262941245,7,0.698646464634247,0.178746144,0.699315787,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.590628815628816,-0.0833333333333333,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN147,China,China         _Wuhan,0,2400,48000,1,20,10,40,100,10,40,10,4,41.6,200,1,2,2,2,2,4,2,2,1,3,3,4,4,2,2,2,4,4,4,3,20,1,automation,Science,China-Zhejian,China,,,"NA",other,0,0,0,0,0,0,0,0,1.6640000000000001,2,1.832,0.262925469331832,0.394950793962421,16.2049079464853,23,0.854061448597365,0.05812295,0.716871164,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.664295889295889,-0.8625,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN148,China,China         _Wuhan,0,200,1000,0,100,100,100,400,100,400,80,100,12.48,60,2,2,3,3,4,4,4,5,3,3,4,3,4,4,2,2,4,2,3,3,20,1,automation,Science,China-Beijing,China,,Transition from Ch,"NA",other,0,0,0,0,0,0,0,0,0.49920000000000003,0.6,0.5496,-0.259953275948506,0.195813174500402,0.672502061900747,1,0.258925411794167,0.597906587,0.836251031,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-1.6016687016687,0.666666666666667,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN149,China,China         _Wuhan,1,100,2000,1,20,10,16,200,10,20,0,0,24.96,200,3,4,4,4,3,4,3,2,2,4,3,3,4,2,2,4,3,3,4,3,22,0,automation,Science,Jiangxi,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,2,1.4992,0.175859573543703,0.394950793962421,-0.283128835563114,0,0.349282847673563,1.394950794,0.716871164,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.719851444851445,-1,NA,1,0,1,NA,1
NA,Peking,CN15,China,China         _Peking,1,400,2000,0,92,62,92,6002,12,242,40,60,62.4,220,4,3,3,3,3,3,2,1,2,5,3,1,4,4,2,3,4,2,5,4,22,1,Statistics,Eco,China-Changch,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.496,2.2,2.348,0.370698092575577,0.195813174500402,2.34500412380149,3,0.349282847673563,0.298953294,0.836251031,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.0458685388685389,-0.0833333333333333,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN150,China,China         _Wuhan,1,200,2000,0,10,6,8,200,0,20,70,80,49.92,200,2,2,2,3,2,3,2,1,2,3,3,3,4,2,4,2,4,4,3,4,19,1,automation,Science,Guangdong,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.930759055759056,0.395833333333333,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN151,China,China         _Wuhan,0,2000,40000,0,20,10,40,400,10,30,20,40,49.92,300,3,3,3,3,4,4,3,4,3,4,2,3,1,4,3,2,3,3,2,4,19,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,3,2.4984,0.397661971222142,0.394950793962421,13.3374232887377,19,0.82056420302608,0.06974754,0.716871164,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.662907000407,-0.458333333333333,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN152,China,China         _Wuhan,0,2000,200000,0,10,20,100,2000,2,20,2,2,104,2000,4,4,3,4,2,4,2,3,4,4,2,3,4,3,2,3,4,4,3,NA,22,1,automation,Science,China-Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,4.16,20,12.08,1.08206693428511,0.668100537200059,10.9896850063788,19,1.13846919998238,0.083405027,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.638166463166463,-0.9625,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN153,China,China         _Wuhan,1,400,4000,0,200,100,200,200,0,200,80,100,49.92,200,2,3,3,3,2,3,3,3,2,3,3,3,4,2,2,4,4,4,4,3,20,1,automation,Science,China-Wuhan,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.291549665014884,2.09705473072451,3,0.446125549591925,0.322887416,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.158892958892959,0.666666666666667,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN154,China,China         _Wuhan,1,300,10000,0,20,10,20,1000,0,20,10,0,41.6,1000,4,2,1,3,2,4,2,3,NA,NA,3,4,4,4,3,2,4,3,3,3,20,1,automation,Science,CHina-Hunan,China,,,"NA",other,0,0,0,0,0,0,0,0,1.6640000000000001,10,5.832,0.765817515309918,0.47641602193981,1.03194760515969,2,0.584893192461113,0.492138674,0.677315868,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.856888481888482,-0.895833333333333,NA,1,0,1,NA,1
2008-03-20,Wuhan,CN155,China,China         _Wuhan,0,2000,20000,0,2,2,2,2,2,2,2,2,2.08,2,1,4,1,2,2,4,2,1,1,5,3,2,2,3,2,1,2,4,3,4,21,1,automation,Science,China-Han,China,,,"NA",other,0,0,0,0,0,0,0,0,0.0832,0.02,0.0516,-1.28735029837279,0.291549665014884,14.4852736536225,19,0.698646464634247,0.064577483,0.774263683,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.952299959299959,-0.9625,NA,1,0,NA,1,0
2008-03-20,Wuhan,CN156,China,China         _Wuhan,0,200,20000,0,20,10,20,200,2,10,20,20,24.96,400,2,3,2,2,3,2,1,1,4,3,3,2,4,2,2,3,4,2,3,2,20,1,automation,Science,China-Jiangxi,China,,,"NA",other,0,0,0,0,0,0,0,0,0.9984000000000001,4,2.4992,0.397801012197206,0.668100537200059,0.198968500637882,1,0.698646464634247,0.834050269,0.59948425,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.852721815221815,-0.625,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN157,China,China         _Wuhan,1,2000,30000,0,20,20,40,2000,10,40,40,40,41.6,200,2,2,2,2,2,2,2,2,3,3,2,3,4,2,2,2,4,2,4,4,21,1,automation,Science,Guangxi,China,,,"NA",other,0,0,0,0,0,0,0,0,1.6640000000000001,2,1.832,0.262925469331832,0.351066751601771,13.8031175930344,19,0.768936020474426,0.067553338,0.74015588,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.583740333740334,-0.25,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN158,China,China         _Wuhan,1,1000,20000,0,20,10,20,200,4,40,10,16,62.4,200,3,2,2,1,2,3,2,3,3,4,4,4,4,2,2,3,4,3,2,3,20,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,2.496,2,2.248,0.351796306897024,0.394950793962421,6.16871164436886,9,0.698646464634247,0.139495079,0.716871164,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.798555148555149,-0.7625,1,NA,1,1,NA,1
2008-03-20,Wuhan,CN159,China,China         _Wuhan,1,600,1000,0,50,30,40,160,10,40,50,60,49.92,200,2,2,2,3,1,3,1,3,2,4,3,3,4,2,4,1,4,4,4,3,21,0,automation,Science,Hubei,China,,,"NA",other,0,0,0,0,0,0,0,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.0584000728412675,4.66893385021511,5,0.258925411794167,0.176400012,0.944822308,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.552128612128612,0.0208333333333333,1,NA,1,1,NA,1
NA,Peking,CN16,China,China         _Peking,1,400,10000,0,20,10,20,200,2,20,40,40,62.4,400,4,2,2,2,2,2,1,2,4,3,4,3,3,4,1,3,4,1,4,4,21,1,Statistics,Eco,China_Guangxi,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.496,4,3.248,0.511616020569138,0.429969148308729,1.79726314706225,3,0.584893192461113,0.357492287,0.699315787,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.845777370777371,-0.25,1,NA,1,1,NA,1
NA,Peking,CN17,China,China         _Peking,1,200,1000,1,10,20,40,100,4,20,20,40,49.92,200,2,2,1,1,2,4,1,4,4,5,3,2,4,3,2,2,3,3,4,2,21,0,Statistics,Eco,China-Xian,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.195813174500402,0.672502061900747,1,0.258925411794167,0.597906587,0.836251031,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.768722018722019,-0.458333333333333,NA,1,0,1,NA,1
NA,Peking,CN18,China,China         _Peking,1,400,20000,0,91,60,90,6000,10,240,48,60,12.48,50,2,3,3,3,2,4,3,3,2,2,4,4,4,3,2,2,4,3,3,2,21,1,Statistics,Eco,China-Henan,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.49920000000000003,0.5,0.49960000000000004,-0.301377570297902,0.544452104946379,1.5899152114781,3,0.698646464634247,0.386113026,0.647478803,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0,0,1,NA,1,1,NA,1
NA,Peking,CN19,China,China         _Peking,0,400,4000,1,91,60,90,6000,10,240,48,60,24.96,100,3,3,2,3,2,3,2,2,4,3,3,3,4,1,2,1,5,1,5,4,21,1,Statistics,Eco,China_Liaonin,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.291549665014884,2.09705473072451,3,0.446125549591925,0.322887416,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0,0,1,NA,1,1,NA,1
NA,Peking,CN2,China,China         _Peking,1,200,2000,1,91,60,90,6000,10,240,48,60,24.96,100,2,2,2,2,2,3,2,2,3,3,3,3,4,2,4,2,3,4,4,3,24,1,Risk Management a,Eco,China,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0,0,1,NA,1,1,NA,1
NA,Peking,CN20,China,China         _Peking,1,120,300,0,60,40,60,800,20,200,40,60,24.96,100,3,2,1,3,4,3,1,3,1,1,3,3,3,2,4,3,3,1,2,4,23,1,Statistics,Eco,China-Shangha,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.107173178889911,0.0838412841640188,0.2,0.116123174033904,0.922644316,0.90320107,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.173443223443223,-0.0833333333333333,1,NA,1,1,NA,1
NA,Peking,CN21,China,China         _Peking,0,120,1000,0,40,20,60,2000,10,80,40,60,27.04,120,1,2,2,2,3,2,1,2,4,2,4,3,4,2,2,1,3,1,4,4,24,0,Quantative Econom,Eco,China-Beijing,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.0816,1.2,1.1408,0.0572095125077904,0.265648750995773,-0.0518696446736285,0.2,0.258925411794167,1.054707292,0.790108629,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.482295482295482,-0.0833333333333333,1,NA,1,1,NA,1
NA,Peking,CN22,China,China         _Peking,0,400,2000,1,90,40,80,4000,4,200,40,50,24.96,100,2,2,1,2,2,2,3,2,2,2,3,2,4,2,2,2,2,4,4,4,25,1,Financial Enginee,Eco,China_Shandon,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.195813174500402,2.34500412380149,3,0.349282847673563,0.298953294,0.836251031,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.259238909238909,-0.166666666666667,1,NA,1,1,NA,1
NA,Peking,CN23,China,China         _Peking,1,1000,1000,0,70,20,70,400,4,50,50,60,49.92,300,1,5,2,2,4,3,2,2,3,2,3,2,3,3,4,2,3,3,3,4,22,0,Statistics,Eco,China-Beijing,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.9968000000000001,3,2.4984,0.397661971222142,0,9,9,0.258925411794167,0.1,1,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.574109686609687,0.0208333333333333,1,NA,1,1,NA,1
NA,Peking,CN24,China,China         _Peking,1,140,1000,0,20,10,10,200,6,40,20,24,41.6,200,1,1,1,2,1,2,1,1,3,4,4,3,4,2,4,1,3,2,2,3,21,0,Statistics,Eco,China-Hebei,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,2,1.832,0.262925469331832,0.244155496934758,0.125261274373821,0.4,0.258925411794167,0.888682498,0.803758053,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.783740333740334,-0.591666666666667,1,NA,1,1,NA,1
NA,Peking,CN25,China,China         _Peking,0,200,2000,1,70,40,80,4000,10,100,20,40,104,200,3,3,2,3,2,4,2,1,3,5,3,4,4,3,2,3,4,2,3,3,20,0,Statistics,Eco,China-Hunan,China,China,,China,Asia,0,0,0,0,0,0,1,0,4.16,2,3.08,0.488550716500444,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.26531339031339,-0.458333333333333,1,NA,1,1,NA,1
NA,Peking,CN26,China,China         _Peking,1,1000,16000,1,NA,1,2,10,0.2,2,10,12,41.6,160,1,2,2,3,2,4,3,3,4,3,3,3,4,4,1,1,4,2,2,3,22,0,Statistics,Eco,China-Beijing,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,1.6,1.6320000000000001,0.212720154417842,0.360790000174377,6.34867246137799,9,0.661162039935427,0.136079,0.734867246,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,NA,-0.795833333333333,NA,NA,NA,NA,NA,NA
NA,Peking,CN27,China,China         _Peking,0,200,1000,1,20,20,20,1000,10,40,20,20,208,3000,3,2,2,2,3,4,2,3,4,4,4,3,4,4,2,3,4,2,3,2,20,1,Mathematics,Science,China-Jiangxi,China,China,,China,Asia,0,0,0,0,0,0,1,0,8.32,30,19.16,1.28239550474253,0.195813174500402,0.672502061900747,1,0.258925411794167,0.597906587,0.836251031,1,0,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.648555148555149,-0.625,1,NA,1,1,NA,1
NA,Peking,CN28,China,China         _Peking,1,200,100000,0,60,30,40,3000,10,200,10,6,24.96,100,1,1,1,1,1,1,1,1,3,2,4,1,4,2,2,1,4,3,4,4,23,0,Statistics,Eco,China-Harbin,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.994736598775028,0.0026386447354525,1,0.99526231496888,0.997368299,0.501319322,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.343813593813594,-0.845833333333333,1,NA,1,1,NA,1
NA,Peking,CN29,China,China         _Peking,1,200,1000,1,40,10,40,2000,4,20,20,20,104,200,2,3,2,4,2,3,2,3,4,4,4,2,4,3,2,4,2,3,4,5,20,0,Statistics,Eco,China-Jiangxi,China,China,,China,Asia,0,0,0,0,0,0,1,0,4.16,2,3.08,0.488550716500444,0.195813174500402,0.672502061900747,1,0.258925411794167,0.597906587,0.836251031,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.688776963776964,-0.625,1,NA,1,1,NA,1
NA,Peking,CN3,China,China         _Peking,0,200,2000,0,40,20,40,200,0,20,10,6,62.4,400,2,3,2,3,4,3,2,3,4,4,3,2,4,2,2,4,4,4,4,4,35,1,Statistics,Eco,China-Hebei,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.496,4,3.248,0.511616020569138,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.777665852665853,-0.845833333333333,NA,1,0,1,NA,1
NA,Peking,CN30,China,China         _Peking,1,200,10000,0,40,30,50,1000,4,80,10,10,166.4,1000,2,3,2,1,2,4,3,3,2,1,4,3,4,2,2,3,2,4,3,4,24,1,Statistics,Eco,China-Hebei,China,China,,China,Asia,0,0,0,0,0,0,1,0,6.656000000000001,10,8.328,0.92054071650248,0.544452104946379,0.294957605739051,1,0.584893192461113,0.772226052,0.647478803,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.600814000814001,-0.8125,1,NA,1,1,NA,1
NA,Peking,CN31,China,China         _Peking,0,200,2000,0,10,0,10,0,0,0,20,30,41.6,1000,3,1,2,3,1,2,1,1,1,1,3,2,1,2,3,3,2,1,2,3,20,0,Statistics,Eco,China-Jiangxi,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,10,5.832,0.765817515309918,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.963166463166463,-0.541666666666667,NA,1,0,1,NA,1
NA,Peking,CN32,China,China         _Peking,1,120,200,0,20,10,40,100,2,40,20,30,72.8,150,3,1,2,1,1,3,1,4,3,2,3,4,3,3,2,1,4,3,4,4,21,0,Statistics,Eco,China_Liaonin,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.912,1.5,2.206,0.343605508104172,0.0584000728412675,0.133786770043022,0.2,0.0717734625362931,0.882000061,0.944822308,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.797629222629223,-0.541666666666667,1,NA,1,1,NA,1
NA,Peking,CN33,China,China         _Peking,0,200,2000,0,10,10,20,2000,4,40,40,70,62.4,400,1,2,2,2,2,3,2,3,2,2,4,4,4,2,3,4,2,2,2,4,22,0,Statistics,Eco,China_Taiyuan,China,China,,China,Asia,0,0,0,0,0,0,1,0,2.496,4,3.248,0.511616020569138,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.766870166870167,0,NA,1,0,1,NA,1
NA,Peking,CN34,China,China         _Peking,1,200,2000,0,60,20,60,1000,10,80,10,10,41.6,150,4,2,2,3,2,3,1,1,4,4,3,3,4,3,2,2,3,3,4,3,22,0,Statistics,Eco,China-Jiangsu,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,1.5,1.582,0.199206479161658,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.473443223443223,-0.8125,1,NA,1,1,NA,1
NA,Peking,CN35,China,China         _Peking,1,110,400,0,90,50,90,5000,10,200,60,80,24.96,100,1,1,4,1,3,3,2,3,5,4,4,3,3,2,3,2,3,1,4,3,32,1,Statistics,Eco,China,China,World,,multicultu,other,0,0,0,0,0,0,0,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.154240655700619,-0.0469925014620931,0.1,0.148698354997035,1.049309687,0.866370453,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.0851648351648352,0.291666666666667,1,NA,1,1,NA,1
NA,Peking,CN36,China,China         _Peking,0,200,2000,0,20,10,10,40,2,10,40,60,41.6,400,2,3,3,4,3,4,3,4,4,3,3,4,3,3,2,2,3,4,4,3,29,1,Statistics,Eco,China_Sichuan,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,4,2.832,0.452093249017731,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.875684778184778,-0.0833333333333333,1,NA,1,1,NA,1
NA,Peking,CN37,China,China         _Peking,0,200,2000,0,20,10,6,200,2,10,20,30,49.92,150,1,2,2,2,2,5,2,2,4,4,3,3,4,2,4,2,3,2,2,4,20,0,Statistics,Eco,China_Guangxi,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.9968000000000001,1.5,1.7484000000000002,0.242640797817615,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.878647741147741,-0.541666666666667,1,NA,1,1,NA,1
NA,Shanghai,CN38,China,China         _Shanghai,0,2000,20000,1,20,10,20,100,4,20,40,40,49.92,200,2,3,3,4,2,4,1,3,3,3,3,2,3,3,4,3,4,2,4,3,20,1,Statistics,Eco,China-Shangha,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.291549665014884,14.4852736536225,19,0.698646464634247,0.064577483,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.815221815221815,-0.25,1,NA,1,1,NA,1
NA,Shanghai,CN39,China,China         _Shanghai,1,200,2000,0,40,20,36,100,4,50,30,40,24.96,100,2,2,3,2,3,2,3,3,3,3,3,4,4,2,1,1,3,2,4,4,20,0,Statistics,Eco,China-Jiangsu,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.291549665014884,0.548527365362254,1,0.349282847673563,0.645774833,0.774263683,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.700351037851038,-0.354166666666667,1,NA,1,1,NA,1
NA,Peking,CN4,China,China         _Peking,1,150,1000,1,90,60,90,200,10,500,20,30,12.48,200,4,2,1,2,1,2,1,1,3,3,3,2,3,2,4,3,3,4,3,4,21,0,Statistics,Eco,China-Beijing,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.49920000000000003,2,1.2496,0.0967710165332251,0.234654420458815,0.214914858072252,0.5,0.258925411794167,0.823102947,0.809943239,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,-0.0176129426129426,-0.541666666666667,NA,1,0,NA,1,0
NA,Shanghai,CN40,China,China         _Shanghai,1,120,200,0,70,50,70,3000,12,200,30,36,24.96,110,2,4,2,2,2,2,1,3,3,2,4,4,4,4,3,4,4,2,2,3,20,1,Statistics,Eco,China_Shangha,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1.1,1.0492000000000001,0.020858281918316,0.0584000728412675,0.133786770043022,0.2,0.0717734625362931,0.882000061,0.944822308,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.181054131054131,-0.3875,1,NA,1,1,NA,1
NA,Shanghai,CN41,China,China         _Shanghai,0,200,10000,1,10,6,9,6000,10,240,48,60,24.96,100,1,1,2,2,2,3,1,3,3,3,2,3,4,4,2,1,3,4,3,3,20,1,Finance,Eco,Chinese,China,China,,China,Asia,0,0,0,0,0,0,1,0,0.9984000000000001,1,0.9992000000000001,-3.4757463392086e-4,0.544452104946379,0.294957605739051,1,0.584893192461113,0.772226052,0.647478803,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.448351648351648,0,NA,1,0,1,NA,1
NA,Shanghai,CN42,China,China         _Shanghai,0,200,1000,0,91,60,90,6000,10,240,48,60,104,200,1,3,2,4,2,1,1,1,3,5,3,3,4,5,2,1,5,3,5,4,22,1,Finance,Eco,China_Zhejian,China,China,,China,Asia,0,0,0,0,0,0,1,0,4.16,2,3.08,0.488550716500444,0.195813174500402,0.672502061900747,1,0.258925411794167,0.597906587,0.836251031,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0,0,1,NA,1,1,NA,1
NA,Shanghai,CN43,China,China         _Shanghai,0,200,1000,0,90,40,80,2000,10,100,20,30,49.92,200,3,2,3,2,1,3,2,3,4,3,3,4,4,2,3,2,3,2,4,3,20,1,Economics,Eco,China-Sichuan,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.9968000000000001,2,1.9984000000000002,0.30068242103006,0.195813174500402,0.672502061900747,1,0.258925411794167,0.597906587,0.836251031,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.284238909238909,-0.541666666666667,1,NA,1,1,NA,1
NA,Shanghai,CN44,China,China         _Shanghai,0,120,240,0,80,50,80,3000,6,100,0,0,41.6,160,3,3,2,2,3,2,2,4,3,3,3,1,4,3,4,4,4,4,2,4,21,1,Economics,Eco,China-Zhejian,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,1.6,1.6320000000000001,0.212720154417842,0.0800597388923061,0.111049654744749,0.2,0.091493425617897,0.900049782,0.925874712,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.313665038665039,-1,NA,1,0,1,NA,1
NA,Shanghai,CN45,China,China         _Shanghai,1,300,2000,0,84,50,80,5000,4,160,30,40,41.6,140,3,2,3,3,3,4,2,3,3,3,4,4,4,4,3,2,3,2,4,2,21,0,Economics,Eco,China-Zhejian,China,China,,China,Asia,0,0,0,0,0,0,1,0,1.6640000000000001,1.4,1.532,0.185258765296585,0.234654420458815,1.4298297161445,2,0.349282847673563,0.411551473,0.809943239,1,1,NA,NA,5325,1.672412712,1.5,11.4,1.056904851,0,41.5,0.242450142450142,-0.354166666666667,1,NA,1,1,NA,1
